適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,調査期間_開始年月日,ハンマー落下用具_コード,色調_色調名,標準貫入試験_備考,岩石土区分_岩相,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_透水係数,P波試験_上端深度,P波試験_速度,P波試験_下端深度,孔内水平載荷試験_降伏圧,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,地盤勾配,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,観察記事_上端深度,観察記事_下端深度,観察記事_記事,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,送水条件_送水種類,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,観察記事枠線_下端深度,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,孔内水位_掘削状況,孔内水位_水位種別備考,孔径孔壁保護_孔壁保護方法,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,相対稠度_状態,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,相対密度_状態,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,試錐機_能力,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,座標定義,座標,櫓種類コード,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔径孔壁保護_孔壁保護実施理由,保孔管_下端深度,保孔管_種別コード,孔内水平載荷試験_載荷パターン,S波試験_上端深度,S波試験_下端深度,試料採取_試験名
JIS A 0206-2008,平成19年度 塩津BPパートナー協議会資料作成業務,01,02,2,136,10,12.6000,35,30,53.3000,1,5336,21,13,国土交通省近畿地方整備局滋賀国道事務所,2007-11-30,株式会社 ニュージェック,86.22,18.50,1,0.00,,18.50,礫混り粘土,1,CH-G,532120001,18.50,18.15,10,30,2.63,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2007-11-29,2,淡灰～茶褐,,,,,,,,,,,,,,,平成19年度 塩津BPパートナー協議会資料作成業務,H19-2,4,01,2,水口尚司,新村雄二,新村雄二,石田伸介,0.00,鉱研KS4型,,NFAD-7,,2,,V-6,14.80,18.50,φ2～20（φmax50)mmの亜角礫を不均質に混入する粘性土。\n所々で有機物点在する。\n含水比中位～高位。,4,10,4,10,2,10,,,,,,,,,,,,,,,,,,,,,,,2007-11-29,1,,2007-11-30,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,18.50,18.50,0,2,,,,,,,,,,,,,,,,非常に軟らかい,,,,,16.15,16.45,P-6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,今津地区地質調査作業,01,05,11,136,1,25.693,35,23,56.119,1,5336,00,71,国土交通省 近畿地方整備局 滋賀国道事務所,1972-07-00,株式会社ダイヤコンサルタント,101.35,20.15,1,,0,20.15,粘土混り礫,1,G-C,531113004,20.15,20.15,99,5,1.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,朝宮橋橋梁架換試錘工事,01,05,2,136,10,32.461,36,2,23.667,1,5436,01,44,国土交通省 近畿地方整備局 福井河川国道事務所,1964-02,開拓建設測量株式会社,6.3,23,1,0,0,16,粘土質礫質土,1,M,532110000,16,24.15,50,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,褐褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,馬渡橋測量乃地質調査,08,20,14,136,14,27.021,35,25,26.427,1,5336,11,09,国土交通省 近畿地方整備局 滋賀国道事務所,1964-08,パシフィック．コンサルタンツ株式会社,91.45,10.2,1,0,0,10.2,シルト質粘性土,1,GF,531100000,10.2,,,,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,暗青灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,馬渡橋測量乃地質調査,08,20,12,136,14,27.021,35,25,26.427,1,5336,11,09,国土交通省 近畿地方整備局 滋賀国道事務所,1964-08,パシフィック．コンサルタンツ株式会社,90.62,26,1,0,0,26,粘性土,1,C,532100000,26,,,,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,愛発トンネル詳細設計業務（地質調査）,01,04,3,136,6,0.543,35,35,48.244,1,5336,30,18,国土交通省 近畿地方整備局 福井河川国道事務所,1991-01,ジェイアール西日本コンサルタンツ株式会社,92.49,55,1,202,90,55,砂利・礫混り砂,1,GF,531100000,55,,,,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号木ノ芽橋１号・２号橋地質調査業務,01,05,2,136,4,16.046,35,38,31.423,1,5336,30,75,国土交通省 近畿地方整備局 福井河川国道事務所,1996-12-00,ジビル調査設計株式会社,6.43,24,1,,0,24,礫,1,G,531111000,24,24,99,22,4.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,褐,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,今津地区地質調査作業,01,05,13,136,1,27.593,35,23,53.119,1,5336,00,71,国土交通省 近畿地方整備局 滋賀国道事務所,1972-07-00,株式会社ダイヤコンサルタント,97.74,30.26,1,,0,30.26,礫,1,G,531111000,30.26,30.15,50,11,2.1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,上半原地区測量・土質調査業務,18,06,2,136,46,35.792,35,52,37.888,1,5336,66,52,国土交通省 近畿地方整備局 九頭竜川ダム統合管理事務所,1992-10-00,株式会社建設技術研究所,559.18,15,2,,0,15,中硬岩,1,MR,999010003,15,3,50,5,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,馬渡橋測量乃地質調査,08,20,6,136,14,47.518,35,25,43.926,1,5336,11,19,国土交通省 近畿地方整備局 滋賀国道事務所,1964-08,パシフィック．コンサルタンツ株式会社,91.45,10.2,1,0,0,10.2,シルト質粘性土,1,GF,531100000,10.2,,,,0.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,暗青灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,金山バイパス３工区地質調査作業,01,02,1,136,2,31.557,35,38,0.824,1,5336,30,63,国土交通省 近畿地方整備局 福井河川国道事務所,1981-11-00,川崎地質株式会社,10.28,20.05,1,,0,20.05,玉石混り礫,1,G-B,521111000,20.05,20,50,50,1.4,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,6.65,02,,156.61,,,,,,,,14.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,馬渡橋測量乃地質調査,08,20,9,136,14,48.518,35,25,42.226,1,5336,11,19,国土交通省 近畿地方整備局 滋賀国道事務所,1964-08,パシフィック．コンサルタンツ株式会社,96.25,26.1,1,0,0,26.1,粘性土,1,C,532100000,26.1,,,,2.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路中津川地区地質調査業務,01,01,3,136,29,57.363,36,0,9.211,1,5436,03,09,国土交通省 近畿地方整備局 福井河川国道事務所,1999-11-00,川崎地質株式会社　関西支社,162.1,12.2,1,,0,12.2,砂質土,1,SF,531200000,12.2,12.15,60,5,1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,暗灰黄,,599200003,,,,,4.5,5,01,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,福井バイパス２４工区地質調査,01,02,11,136,11,51.261,35,59,7.092,1,5336,71,85,国土交通省 近畿地方整備局 福井河川国道事務所,1971-09-00,国際航業株式会社,10.01,20.4,1,,0,20.4,礫,1,G,531111000,20.4,20.1,50,20,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道２７号線舞鶴横断橋その他地質調査,01,05,3,135,22,22.79,35,28,33.731,1,5335,12,79,国土交通省 近畿地方整備局 福知山河川国道事務所,1974-01-00,（株）オリエンタルコンサルタンツ,,16.38,1,,0,16.38,岩盤,1,MS,999040001,16.38,16.15,50,23,0.75,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,金山バイパス３工区地質調査作業,01,04,2,136,1,9.464,35,38,0.422,1,5336,30,61,国土交通省 近畿地方整備局 福井河川国道事務所,1987-03-00,中央開発株式会社,49.41,17,2,,,17,軟岩・風化岩,1,MR,999010003,17,6.15,60,11,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,敦賀バイパス坂ノ下地区地質調査,01,02,9,136,4,46.545,35,37,51.928,1,5336,30,56,国土交通省 近畿地方整備局 福井河川国道事務所,1973-12,株式会社応用地質調査事務所,30.26,30,2,,0,30,岩盤,1,S-M,999040001,30,,,,23,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,高島バイパス（新庄地区）地質調査作業,01,01,3,136,2,32.594,35,20,48.442,1,5336,00,13,国土交通省 近畿地方整備局 滋賀国道事務所,1988-10,株式会社日本パブリックエンジニアリング,91.09,22.45,1,,0,22.45,礫質土,1,GF,531100000,22.45,12.15,9,30,1.95,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,暗黄灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道１６１号湖北バイパス（今津地区）地質調査作業,01,05,6,136,1,17.692,35,24,53.612,1,5336,00,91,国土交通省 近畿地方整備局 滋賀国道事務所,1977-02,中央開発株式会社,101.5,8,1,,0,8,粘性土,1,C,532100000,8,8.15,50,28,1.05,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号松ヶ崎地区防災設計土質調査,10,09,1,136,4,50.536,35,41,46.801,1,5336,40,36,国土交通省 近畿地方整備局 福井河川国道事務所,1990-03,株式会社エイコ－技術コンサルタント,13.55,18.19,2,,0,18.19,粘土質高有機質土(腐植土),1,G-S,531112000,18.19,18.15,60,4,13.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,黒灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道１６１号野口地区地質調査作業,01,02,6,136,5,23.759,35,30,6.382,1,5336,20,07,国土交通省 近畿地方整備局 滋賀国道事務所,1976-07-00,サンコ―コンサルタント株式会社,195,1.72,1,,0,1.72,礫質土,1,GF,531100000,1.72,,,,0.66,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,真名川流域地質調査作業,09,10,8,136,30,6.08,35,51,50.369,1,5336,64,30,国土交通省 近畿地方整備局 福井河川国道事務所,1988-10,応用地質株式会社,580.55,4.2,2,,0,4.2,火山灰質礫質土,1,,,4.2,,,,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,緑紫灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,市場糊線橋地質調査工事,08,01,12,135,24,12.281,35,28,26.335,1,5335,13,62,国土交通省 近畿地方整備局 福知山河川国道事務所,1965-08,株式会社キンキ地質センター,,15,1,,0,15,礫,1,G,531111000,15,14.45,26,30,0.35,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,市場糊線橋地質調査工事,08,01,6,135,24,12.281,35,28,26.335,1,5335,13,62,国土交通省 近畿地方整備局 福知山河川国道事務所,1965-08,株式会社キンキ地質センター,,14.01,1,,0,14.01,シルト混り礫,1,G-M,531113003,14.01,13.45,35,30,3.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,黄褐,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,油坂９号橋地質調査業務委託,01,05,1,136,50,37.37,35,52,42.093,1,5336,66,57,国土交通省 近畿地方整備局 福井河川国道事務所,1991-12,応用地質株式会社,424.88,20.4,2,,0,20.4,軟岩・風化岩,1,SF,,20.4,14,50,9,5.9,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,灰,,599200003,5.5,02,6.69,910,,,,,,,,23.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,九頭竜ダム管理支所地質調査業務,14,01,2,136,41,23.517,35,53,19.875,1,5336,65,65,国土交通省 近畿地方整備局 九頭竜川ダム統合管理事務所,2000-07,株式会社サンワコン,568.59,5,2,,0,5,軟岩・風化岩,1,SF,,5,3,50,2,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,緑黒暗褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２７号気山地区横断歩道橋設計,01,01,1,135,54,57.104,35,34,56.334,1,5335,27,93,国土交通省 近畿地方整備局 福井河川国道事務所,1987-07,株式会社国土開発センター,30.14,8.4,1,,0,8.4,シルト混り礫,1,G-M,531113003,8.4,8.15,50,25,28.64,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道２７号線改良相生橋追加地質調査,01,05,13,135,20,10.805,35,27,2.639,1,5335,12,46,国土交通省 近畿地方整備局 福知山河川国道事務所,1971-03-00,（株）オリエンタルコンサルタンツ,-0.03,17.3,1,,0,17.3,岩盤,1,GF,999040001,17.3,17.15,99,3,0.3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
